gene_name	gene_id	transcript_id	cds_start	cds_length	tx_length	cds_end
HIVEP1	ENSG00000095951.16	ENST00000379388.6	333	8157	9027	8489
CFAP46	ENSG00000171811.13	ENST00000368586.9	102	8148	8278	8249
CHD6	ENSG00000124177.14	ENST00000373233.7	179	8148	10818	8326
KMT2B	ENSG00000272333.5	ENST00000420124.2	1	8148	8469	8148
ITPR2	ENSG00000123104.11	ENST00000381340.7	418	8106	11405	8523
CENPE	ENSG00000138778.11	ENST00000265148.7	91	8106	8612	8196
TENM3	ENSG00000218336.8	ENST00000511685.5	124	8100	10896	8223
NSD1	ENSG00000165671.20	ENST00000439151.6	46	8091	12892	8136
NBEAL1	ENSG00000144426.18	ENST00000449802.5	334	8085	10938	8418
SETX	ENSG00000107290.13	ENST00000224140.5	184	8034	11100	8217
ITPR3	ENSG00000096433.10	ENST00000374316.9	1061	8016	9870	9076
GCN1	ENSG00000089154.10	ENST00000300648.6	14	8016	8675	8029
ANKRD11	ENSG00000167522.15	ENST00000378330.7	292	7992	9131	8283
UNC79	ENSG00000133958.13	ENST00000553484.5	155	7974	9100	8128
HELZ2	ENSG00000130589.16	ENST00000467148.1	71	7950	8064	8020
FLNA	ENSG00000196924.15	ENST00000369850.8	250	7944	8516	8193
FAM208B	ENSG00000108021.20	ENST00000645567.1	99	7938	8732	8036
ATR	ENSG00000175054.14	ENST00000350721.8	123	7935	8249	8057
BAHCC1	ENSG00000266074.8	ENST00000584436.7	368	7920	10801	8287
FLNB	ENSG00000136068.14	ENST00000490882.5	166	7902	8079	8067
TEP1	ENSG00000129566.12	ENST00000262715.9	42	7884	10695	7925
BDP1	ENSG00000145734.18	ENST00000358731.8	264	7875	11073	8138
MAST4	ENSG00000069020.18	ENST00000403625.6	296	7872	10711	8167
IGSF10	ENSG00000152580.8	ENST00000282466.3	1	7872	11067	7872
USP24	ENSG00000162402.13	ENST00000294383.6	1	7863	10549	7863
ANKHD1-EIF4EBP3	ENSG00000254996.5	ENST00000532219.5	61	7854	8246	7914
HECTD1	ENSG00000092148.12	ENST00000611816.4	324	7845	8980	8168
COL6A5	ENSG00000172752.14	ENST00000265379.10	495	7836	9214	8330
ANKRD17	ENSG00000132466.18	ENST00000358602.8	118	7812	10784	7929
CEP295	ENSG00000166004.14	ENST00000325212.10	163	7806	8057	7968
ABCA12	ENSG00000144452.14	ENST00000272895.11	221	7788	9100	8008
CHD8	ENSG00000100888.13	ENST00000643469.1	396	7746	8259	8141
EPG5	ENSG00000152223.13	ENST00000649336.1	101	7740	12698	7840
ZFHX2	ENSG00000136367.13	ENST00000419474.4	357	7719	9182	8075
STAB1	ENSG00000010327.10	ENST00000321725.10	77	7713	7928	7789
USP9X	ENSG00000124486.12	ENST00000324545.8	634	7713	12401	8346
MYO18B	ENSG00000133454.15	ENST00000407587.6	170	7707	8090	7876
ACAN	ENSG00000157766.16	ENST00000560601.2	376	7707	8954	8082
SPTBN4	ENSG00000160460.15	ENST00000338932.7	103	7695	8686	7797
SETD2	ENSG00000181555.20	ENST00000409792.3	44	7695	8142	7738
USP9Y	ENSG00000114374.12	ENST00000338981.7	946	7668	10036	8613
NOTCH1	ENSG00000148400.10	ENST00000277541.7	1	7668	9306	7668
STAB2	ENSG00000136011.14	ENST00000388887.6	205	7656	8251	7860
MTOR	ENSG00000198793.12	ENST00000361445.8	78	7650	8677	7727
MYO9A	ENSG00000066933.15	ENST00000356056.9	474	7647	12411	8120
TLN2	ENSG00000171914.16	ENST00000561311.5	231	7629	11880	7859
DMBT1	ENSG00000187908.17	ENST00000338354.8	107	7629	8073	7735
ANKHD1	ENSG00000131503.20	ENST00000360839.6	155	7629	8221	7783
TLN1	ENSG00000137076.20	ENST00000314888.9	355	7626	8823	7980
JMJD1C	ENSG00000171988.18	ENST00000399262.6	220	7623	8666	7842
ZFYVE26	ENSG00000072121.15	ENST00000347230.8	140	7620	9675	7759
CEP192	ENSG00000101639.18	ENST00000506447.5	81	7614	7960	7694
LRRK2	ENSG00000188906.15	ENST00000298910.11	59	7584	9158	7642
PIEZO1	ENSG00000103335.22	ENST00000301015.14	257	7566	8089	7822
CUL9	ENSG00000112659.13	ENST00000252050.8	85	7554	7780	7638
MGAM2	ENSG00000257743.8	ENST00000477922.3	55	7548	7867	7602
NCOR2	ENSG00000196498.13	ENST00000405201.5	2	7545	8533	7546
CIC	ENSG00000079432.7	ENST00000572681.6	69	7545	8218	7613
CACNA1A	ENSG00000141837.19	ENST00000638029.1	237	7539	7814	7775
FASN	ENSG00000169710.8	ENST00000306749.3	220	7536	8565	7755
ZNF462	ENSG00000148143.12	ENST00000277225.9	290	7521	10414	7810
SPTAN1	ENSG00000197694.15	ENST00000630866.1	1	7497	7498	7497
RALGAPA1	ENSG00000174373.16	ENST00000637992.1	380	7488	8512	7867
ATRX	ENSG00000085224.22	ENST00000373344.10	216	7479	11167	7694
IGF2R	ENSG00000197081.13	ENST00000356956.5	149	7476	14044	7624
PTPN13	ENSG00000163629.12	ENST00000436978.5	481	7473	8573	7953
CR1	ENSG00000203710.11	ENST00000367049.8	1	7470	7470	7470
NAV2	ENSG00000166833.20	ENST00000527559.6	362	7470	11171	7831
PDE4DIP	ENSG00000178104.19	ENST00000585156.5	21	7449	8439	7469
CEP290	ENSG00000198707.14	ENST00000309041.11	1	7446	7616	7446
TTC28	ENSG00000100154.14	ENST00000397906.6	143	7446	11795	7588
FN1	ENSG00000115414.18	ENST00000354785.8	371	7434	8905	7804
DOP1A	ENSG00000083097.14	ENST00000237163.9	261	7431	7995	7691
RIF1	ENSG00000080345.17	ENST00000444746.6	162	7419	7897	7580
NOTCH2	ENSG00000134250.19	ENST00000256646.6	221	7416	11389	7636
MAP1B	ENSG00000131711.14	ENST00000296755.11	299	7407	12036	7705
ABCA2	ENSG00000107331.16	ENST00000614293.4	51	7401	8146	7451
ACACB	ENSG00000076555.15	ENST00000338432.11	120	7377	9360	7496
HIVEP2	ENSG00000010818.9	ENST00000367604.6	1063	7341	10032	8403
SPG11	ENSG00000104133.14	ENST00000261866.11	18	7332	7774	7349
CEP250	ENSG00000126001.15	ENST00000397527.5	721	7329	15703	8049
CREBBP	ENSG00000005339.14	ENST00000262367.9	811	7329	10803	8139
NCOR1	ENSG00000141027.20	ENST00000268712.7	259	7323	10720	7581
MUC6	ENSG00000184956.15	ENST00000421673.6	52	7320	8006	7371
SON	ENSG00000159140.19	ENST00000356577.8	476	7281	8813	7756
SPTA1	ENSG00000163554.13	ENST00000643759.1	199	7260	8016	7458
EP300	ENSG00000100393.12	ENST00000263253.8	1220	7245	9587	8464
HIVEP3	ENSG00000127124.15	ENST00000372583.5	887	7221	12193	8107
RP1L1	ENSG00000183638.5	ENST00000382483.3	225	7203	7973	7427
FLG2	ENSG00000143520.6	ENST00000388718.5	74	7176	9124	7249
SPTBN2	ENSG00000173898.12	ENST00000533211.5	333	7173	8128	7505
NAV3	ENSG00000067798.15	ENST00000397909.6	174	7158	9821	7331
ACACA	ENSG00000278540.4	ENST00000616317.4	482	7152	9961	7633
CACNA1G	ENSG00000006283.17	ENST00000359106.9	1	7134	7648	7134
CNOT1	ENSG00000125107.17	ENST00000317147.9	334	7131	8471	7464
NBAS	ENSG00000151779.12	ENST00000281513.9	27	7116	7281	7142
GPR179	ENSG00000277399.4	ENST00000621958.1	22	7107	7983	7128
SPTBN1	ENSG00000115306.15	ENST00000615901.4	250	7101	10226	7350
TRIOBP	ENSG00000100106.20	ENST00000406386.8	272	7098	10145	7369
TPR	ENSG00000047410.13	ENST00000367478.8	298	7092	9708	7389
SEC16A	ENSG00000148396.18	ENST00000313050.11	75	7074	8806	7148
ZDBF2	ENSG00000204186.8	ENST00000649650.1	405	7065	10303	7469
OTOGL	ENSG00000165899.11	ENST00000547103.6	89	7062	9981	7150
CACNA1H	ENSG00000196557.12	ENST00000348261.10	369	7062	8208	7430
C2CD3	ENSG00000168014.16	ENST00000334126.11	228	7062	7960	7289
F8	ENSG00000185010.14	ENST00000360256.8	202	7056	9059	7257
FAM186A	ENSG00000185958.9	ENST00000327337.5	1	7056	7127	7056
ROS1	ENSG00000047936.10	ENST00000368508.7	200	7044	7435	7243
KNL1	ENSG00000137812.19	ENST00000346991.9	391	7029	9573	7419
PCNX1	ENSG00000100731.15	ENST00000304743.6	447	7026	12919	7472
CACNA1B	ENSG00000148408.12	ENST00000371355.8	1	7023	9647	7023
PRPF8	ENSG00000174231.16	ENST00000304992.10	115	7008	7295	7122
PTPRQ	ENSG00000139304.13	ENST00000616559.4	1	6999	8165	6999
ARID1B	ENSG00000049618.23	ENST00000346085.10	927	6999	10813	7925
SPTB	ENSG00000070182.20	ENST00000644917.1	168	6987	10177	7154
CNTRL	ENSG00000119397.16	ENST00000373855.5	261	6978	7660	7238
CSPG4	ENSG00000173546.7	ENST00000308508.5	94	6969	8290	7062
NOTCH3	ENSG00000074181.8	ENST00000263388.6	77	6966	8666	7042
BRWD1	ENSG00000185658.13	ENST00000333229.6	329	6963	10141	7291
AKAP6	ENSG00000151320.10	ENST00000280979.8	171	6960	15006	7130
PTPRZ1	ENSG00000106278.11	ENST00000393386.6	412	6948	8175	7359
CACNA1E	ENSG00000198216.11	ENST00000621551.3	1	6942	14886	6942
APC2	ENSG00000115266.11	ENST00000233607.6	209	6912	10151	7120
PLCE1	ENSG00000138193.15	ENST00000371380.7	236	6909	12024	7144
AHCTF1	ENSG00000153207.15	ENST00000366508.5	138	6906	8751	7043
DOP1B	ENSG00000142197.12	ENST00000399151.3	86	6897	7685	6982
WNK2	ENSG00000165238.16	ENST00000297954.8	1	6894	7138	6894
MAP4	ENSG00000047849.21	ENST00000426837.6	89	6894	8920	6982
ARMCX4	ENSG00000196440.11	ENST00000423738.4	203	6873	7424	7075
POLE	ENSG00000177084.16	ENST00000320574.9	45	6861	7840	6905
ARID1A	ENSG00000117713.19	ENST00000324856.12	372	6858	8583	7229
ZNF318	ENSG00000171467.15	ENST00000361428.2	79	6840	8006	6918
ABCA4	ENSG00000198691.12	ENST00000370225.3	88	6822	7309	6909
LOXHD1	ENSG00000167210.17	ENST00000642948.1	188	6822	7208	7009
URB1	ENSG00000142207.6	ENST00000382751.3	117	6816	10832	6932
ICE1	ENSG00000164151.11	ENST00000296564.8	223	6801	7927	7023
COL6A6	ENSG00000206384.10	ENST00000358511.10	32	6792	9581	6823
ABCA1	ENSG00000165029.15	ENST00000374736.7	396	6786	10494	7181
PKDREJ	ENSG00000130943.6	ENST00000253255.6	34	6762	7693	6795
ASXL3	ENSG00000141431.11	ENST00000269197.11	400	6747	11743	7146
ZNF407	ENSG00000215421.9	ENST00000299687.9	1	6747	7948	6747
USF3	ENSG00000176542.9	ENST00000316407.8	412	6738	13708	7149
DNAJC13	ENSG00000138246.16	ENST00000260818.10	249	6732	7730	6980
GOLGA4	ENSG00000144674.16	ENST00000356847.8	300	6732	7673	7031
GON4L	ENSG00000116580.18	ENST00000368331.5	176	6726	7823	6901
DIDO1	ENSG00000101191.16	ENST00000266070.8	357	6723	8574	7079
KIAA0100	ENSG00000007202.14	ENST00000528896.6	76	6708	7407	6783
PRRC2B	ENSG00000130723.19	ENST00000357304.8	56	6690	11042	6745
F5	ENSG00000198734.10	ENST00000367796.3	203	6690	7039	6892
RTTN	ENSG00000176225.13	ENST00000640769.1	288	6681	8088	6968
CAD	ENSG00000084774.13	ENST00000264705.8	163	6678	7265	6840
SPAG17	ENSG00000155761.13	ENST00000336338.9	67	6672	6924	6738
CACNA1I	ENSG00000100346.17	ENST00000402142.3	1	6672	10004	6672
SYTL2	ENSG00000137501.17	ENST00000634661.1	1	6672	6672	6672
MED13L	ENSG00000123066.8	ENST00000650226.1	44	6669	8717	6712
CABIN1	ENSG00000099991.17	ENST00000398319.6	386	6663	7480	7048
MYO7A	ENSG00000137474.20	ENST00000409709.8	273	6648	7465	6920
PTPRB	ENSG00000127329.15	ENST00000334414.10	46	6648	12316	6693
SORL1	ENSG00000137642.12	ENST00000260197.11	130	6645	10904	6774
SVIL	ENSG00000197321.14	ENST00000355867.8	754	6645	7586	7398
